node_id,name,jurisdiction,jurisdiction_description,country_codes,countries
10000497,DAIICHI INT'L LTD.,SAM,Samoa,TWN,Taiwan
10000498,MARKSTONE LIMITED,SAM,Samoa,MUS,Mauritius
10000499,PRESTON FINANCIAL LTD.,SAM,Samoa,SYC,Seychelles
10000500,EAST ASIA PALM CO. LTD,SAM,Samoa,HKG,Hong Kong
10000501,ANC-ZHL INTERNATIONAL INC LIMITED,SAM,Samoa,HKG,Hong Kong
10000502,KONNECT LIMITED,SAM,Samoa,IMN,Isle of Man
10000503,STANSON TECHNOLOGY CORP.,SAM,Samoa,TWN,Taiwan
10000508,OPALIA S.A.,SAM,Samoa,CHE,Switzerland
10000509,UNION OCEAN INVESTMENT CO. LTD.,SAM,Samoa,CHN,China
10000504,L&Z INDUSTRY GROUP LIMITED,SAM,Samoa,CHN,China
10000505,BIG BEN LTD.,SAM,Samoa,PAN,Panama
10000506,CONTEX TECHNOLOGY CO. LTD,SAM,Samoa,HKG,Hong Kong
10000507,ECOSERVICE CORP.,SAM,Samoa,GTM,Guatemala
10000510,SOUND FINANCE LIMITED,SAM,Samoa,MUS,Mauritius
10000513,CHIPSUN INTERNATIONAL COMPANY LIMITED,SAM,Samoa,TWN,Taiwan
10000516,MED CORPORATION INC.,SAM,Samoa,WSM,Samoa
10000519,ZELDA INTERNATIONAL HOLDING INC.,SAM,Samoa,WSM,Samoa
10000520,GEEN INTERNATIONAL LTD.,SAM,Samoa,HKG,Hong Kong
10000521,ZHEJIANG CHAOSHENG SHIPPING CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000522,LOK MAN GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000523,SOUTH COAST LTD.,SAM,Samoa,HKG,Hong Kong
10000524,AMERICAN PACIFIC INTERNATIONAL S.A.,SAM,Samoa,CHE,Switzerland
10000525,GRAVENE LTD.,SAM,Samoa,ARE,United Arab Emirates
10000526,EASTERN INTERNATIONAL GROUP CO. LTD,SAM,Samoa,HKG,Hong Kong
10000911,JOLLY CITY DEVELOPMENT LIMITED,SAM,Samoa,PAN,Panama
10000912,THE MILLENNIUM CO. LTD.,SAM,Samoa,CHE,Switzerland
10000913,COBER HOLDING INC.,SAM,Samoa,CHE,Switzerland
10000917,CHARTER POWER LIMITED,SAM,Samoa,PAN,Panama
10000527,HONG BO INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000528,OPAQ LIMITED,SAM,Samoa,HKG,Hong Kong
10000529,RSP CO. LTD,SAM,Samoa,HKG,Hong Kong
10000530,ADVANCE VISION ENTERPRISES LTD.,SAM,Samoa,HKG,Hong Kong
10000531,Ever Rise Engineering Limited,SAM,Samoa,HKG,Hong Kong
10000533,INTERNATIONAL CARPET FINANCE CORPORATION,PMA,Panama,MUS,Mauritius
10000534,SINGAPORE BEARINGS INDUSTRY LTD,SAM,Samoa,HKG,Hong Kong
10000535,SANLON INTERNATIONAL CO.LTD,SAM,Samoa,HKG,Hong Kong
10000536,ALTONA FASHION CORPORATION,PMA,Panama,CHE,Switzerland
10000537,DELNEY S.A.                 -SHELF-,PMA,Panama,CHE,Switzerland
10000538,XURAN INC.,PMA,Panama,GBR,United Kingdom
10000539,CASTLE HOWARD INC.,PMA,Panama,ESP,Spain
10000540,JEBEL ALI CARTON FACTORY INC.,PMA,Panama,ARE,United Arab Emirates
10000541,DAVEST ENTERPRISES S.A.,PMA,Panama,ESP,Spain
10000542,REIGHTON INC.,PMA,Panama,ESP,Spain
10000543,REDCAR INC.,PMA,Panama,ESP,Spain
10000546,WELSER CONSULTANTS S.A.,PMA,Panama,CHE,Switzerland
10000547,WITHERNESEA INC.,PMA,Panama,ESP,Spain
10000549,Rosedale Limited,SAM,Samoa,PAN,Panama
10000544,FREE STYLE INTERNATIONAL CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000545,YUAN HANG INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000548,WINING LUCK LIMITED,SAM,Samoa,CHN,China
10000550,WHARFE INVESTMENTS INC.,PMA,Panama,ESP,Spain
10000551,CRESTFIELD LIMITED,SAM,Samoa,CHE,Switzerland
10000552,LASER CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000553,YUHENG CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000554,FRUITFUL KING GROUP LTD.,SAM,Samoa,PAN,Panama
10000555,MAX PROFIT DEVELOPMENT LTD.,SAM,Samoa,PAN,Panama
10000556,SHERBURN PROPERTIES INC.,PMA,Panama,ESP,Spain
10000557,BLUEBIRD PROPERTIES INC.,PMA,Panama,ESP,Spain
10000558,NOVAR CAPITAL CORP.,SAM,Samoa,BLZ,Belize
10000559,MJB WOOD GROUP INC.,SAM,Samoa,HKG,Hong Kong
10000560,BEST CHOICE GROUP LTD.,SAM,Samoa,HKG,Hong Kong
10000561,GOLDEN BAY LIMITED,SAM,Samoa,PAN,Panama
10000562,WINTERWOOD HOLDING INC.,PMA,Panama,ESP,Spain
10000563,JANELLE HOLDING INC.,PMA,Panama,ESP,Spain
10000564,PRISMA INC,SAM,Samoa,JEY,Jersey
10000565,BLUE STONE CORPORATION LIMITED,SAM,Samoa,CHE,Switzerland
10000566,MENDELSON INTERNATIONAL LTD.,SAM,Samoa,CHE,Switzerland
10000567,JIACHENG PLASTIC LIMITED,SAM,Samoa,HKG,Hong Kong
10000568,HOME WELL INT'L LTD.,SAM,Samoa,HKG,Hong Kong
10000569,Quantum Global Services Limited,SAM,Samoa,SGP,Singapore
10000570,GOODWELL MANAGEMENT S.A.,SAM,Samoa,BRA,Brazil
10000571,WELL-EE INTERNATIONAL LTD.,SAM,Samoa,HKG,Hong Kong
10000572,FIRST SHAREHOLDERS LIMITED,SAM,Samoa,PAN,Panama
10000573,NEWSCOTT INVESTMENTS LIMITED,SAM,Samoa,CHE,Switzerland
10000574,UKS SERVICES LTD.,SAM,Samoa,CHE,Switzerland
10000575,SOUTHGATE ESTATES S.A.,PMA,Panama,CYP,Cyprus
10000576,PACALMAR INVESTMENTS S.A.,PMA,Panama,LIE,Liechtenstein
10000577,SOLITUDE LTD.,SAM,Samoa,JEY,Jersey
10000578,Greentech Development Co. Ltd.,SAM,Samoa,HKG,Hong Kong
10000579,VOSTOK-MORE CO. LTD,SAM,Samoa,HKG,Hong Kong
10000580,GRANARIS LLP,UK,United Kingdom,GBR,United Kingdom
10000581,BARNES & MILES LTD.,UK,United Kingdom,GBR,United Kingdom
10000582,EASTCHEM INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000583,DENWOOD LIMITED,SAM,Samoa,HKG,Hong Kong
10000584,CRIE LLP,UK,United Kingdom,GBR,United Kingdom
10000585,HUNBORTON LLP,UK,United Kingdom,COL,Colombia
10000588,DANA INTERNATIONAL HOLDINGS INC.,PMA,Panama,GBR,United Kingdom
10000586,WELLSHORE INVESTMENTS LIMITED,SAM,Samoa,HKG,Hong Kong
10000587,NEWLIFE LTD,SAM,Samoa,HKG,Hong Kong
10000589,HOWDEN ENTERPRISES INC.,PMA,Panama,LUX,Luxembourg
10000590,NESTON ENTERPRISES INC.,PMA,Panama,LUX,Luxembourg
10000591,INDUSTRIAL PROJECTS & MANAGEMENT CONSULTANTS INC.,PMA,Panama,GGY,Guernsey
10000592,BOWEN INVESTMENT LIMITED,SAM,Samoa,HKG,Hong Kong
10000593,HEATHLEY CORPORATION,SAM,Samoa,GBR,United Kingdom
10000594,GRAND PATTERN GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000595,ROCKMAUI WEAR CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000596,Ningbo Everwin Int'l Co. Ltd.,SAM,Samoa,HKG,Hong Kong
10000597,GENERAL MERCHANDISE (GROUP) CORP. LTD.,SAM,Samoa,HKG,Hong Kong
10000598,NINGBO SUNLIT MACHINERY & EQUIPMENT CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000599,JIADUOMEI JEWELRY (HONGKONG) LIMITED,SAM,Samoa,HKG,Hong Kong
10000600,DON CERO INDUSTRIAL INC.,SAM,Samoa,HKG,Hong Kong
10000601,SUNLONG IND. & TRADE CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000627,Access Group International Limited,SAM,Samoa,GBR,United Kingdom
10000631,HOLOCK INVESTMENT INC.,SAM,Samoa,TWN,Taiwan
10000634,GOLDEN MASS INVESTMENT LIMITED,SAM,Samoa,HKG,Hong Kong
10000602,SINALEC INVESTMENT & TRADING CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000603,PHINIKKO LUGGAGE (MANUFACTURER) CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000604,VANCE CORPORATION,SAM,Samoa,WSM,Samoa
10000605,TYPHOON EXPLORER LTD.,SAM,Samoa,WSM,Samoa
10000606,SUNSHINE OCEAN DEVELOPMENT LTD.,SAM,Samoa,HKG,Hong Kong
10000607,China Minerals Overseas Investment Group Ltd,SAM,Samoa,HKG,Hong Kong
10000608,Star Moon Investment Group Limited,SAM,Samoa,HKG,Hong Kong
10000609,MORGAN EQUITY INC.,SAM,Samoa,BLZ,Belize
10000610,EASTERN WELL INDUSTRIAL CO. LTD,SAM,Samoa,HKG,Hong Kong
10000611,Jinsun Electronics Co. Ltd.,SAM,Samoa,HKG,Hong Kong
10000612,MFP - MOSSACK FONSECA & PARTNERS CORP.,SAM,Samoa,CHE,Switzerland
10000613,MOSSACK FONSECA & CO (LUGANO) LTD.,SAM,Samoa,CHE,Switzerland
10000614,STARTEX INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000615,L.L. FORTUNE (HOLDINGS) LIMITED,SAM,Samoa,HKG,Hong Kong
10000616,GOOD IDEA GROUP LTD.,SAM,Samoa,CHN,China
10000617,MABROUK LTD.,SAM,Samoa,CHE,Switzerland
10000620,MYSA LTD.,SAM,Samoa,CHE,Switzerland
10000622,LORI LIMITED,SAM,Samoa,GGY,Guernsey
10000625,GOLANTA LIMITED,SAM,Samoa,TUR,Turkey
10000618,DEBOND LIMITED,SAM,Samoa,HKG,Hong Kong
10000619,Jantex International Limited,SAM,Samoa,HKG,Hong Kong
10000621,SUPER STAR ENTERPRISES LIMITED,SAM,Samoa,CHN,China
10000623,RIDER INTERNATIONAL CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000624,BALMAIN TRADING CORPORATION,SAM,Samoa,BHS,Bahamas
10000626,GLENLE HOLDINGS LIMITED,SAM,Samoa,JEY,Jersey
10000628,Sunbeam Group Company Limited,SAM,Samoa,HKG,Hong Kong
10000629,FORTUNE WOODS LTD,SAM,Samoa,HKG,Hong Kong
10000630,CARSON HOLDINGS LIMITED,SAM,Samoa,WSM,Samoa
10000632,Lok Ning Industrial Co. Ltd.,SAM,Samoa,HKG,Hong Kong
10000633,Global Resources Inc,SAM,Samoa,HKG,Hong Kong
10000635,EUROSHOES FASHION ESTATES LTD.,SAM,Samoa,CHE,Switzerland
10000636,GOLD FINANCE LIMITED,SAM,Samoa,TWN,Taiwan
10000637,Toxie International Limited,SAM,Samoa,HKG,Hong Kong
10000638,FULL SHINE HOLDINGS LTD.,SAM,Samoa,HKG,Hong Kong
10000639,THREE V RUBBER BELT CO. LTD,SAM,Samoa,HKG,Hong Kong
10000680,Global Telecoms Solutions Ltd,SAM,Samoa,IMN,Isle of Man
10000681,Focuspower Investment Inc.,SAM,Samoa,TWN,Taiwan
10000742,GLOBAL BRANDS LIMITED,SAM,Samoa,IMN,Isle of Man
10000640,GOLDMAX UNITED LTD.,SAM,Samoa,HKG,Hong Kong
10000641,A&C LIMITED,SAM,Samoa,HKG,Hong Kong
10000642,SEA KEEN SHIPPING LIMITED,SAM,Samoa,HKG,Hong Kong
10000643,Bangladesh Biman Inc.,SAM,Samoa,HKG,Hong Kong
10000644,FIDENTIA INTERNATIONAL LLP.,UK,United Kingdom,GBR,United Kingdom
10000645,PLATINUM ADVISORS LTD.,SAM,Samoa,IMN,Isle of Man
10000646,OC Management Limited,SAM,Samoa,HKG,Hong Kong
10000647,Great Rise Trading Limited,SAM,Samoa,HKG,Hong Kong
10000648,EURO FINANCE LIMITED,SAM,Samoa,GGY,Guernsey
10000649,MONTELLA IMPORT/EXPORT INC.,SAM,Samoa,GBR,United Kingdom
10000650,Australia H&H International Group Ltd.,SAM,Samoa,HKG,Hong Kong
10000651,ARTS INTERNATIONAL LTD.,SAM,Samoa,HKG,Hong Kong
10000652,FRANSTONE INTERNATIONAL LIMITED,SAM,Samoa,GIB,Gibraltar
10000653,XENON TRADING S.A.,SAM,Samoa,USA,United States
10000654,NATURAL INTERNATIONAL TRADING LIMITED,SAM,Samoa,HKG,Hong Kong
10000655,COSTELA ASSOCIATES INC.,SAM,Samoa,BRA,Brazil
10000656,GOLDEN BREEZE LTD.,SAM,Samoa,HKG,Hong Kong
10000658,GRAMON HILL INVESTMENTS LTD.,SAM,Samoa,ESP,Spain
10000659,BERNGLYN OVERSEAS LIMITED,SAM,Samoa,CHE,Switzerland
10000660,WONDERLAND TRADE AND FINANCE LIMITED,SAM,Samoa,IMN,Isle of Man
10000657,INTERNATIONAL MERCHANTS AND INVESTMENT CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000661,U.S. UNITED LOGISTICS INC.,SAM,Samoa,HKG,Hong Kong
10000662,BROOKSHIRE FINANCIAL GROUP LTD.,SAM,Samoa,BLZ,Belize
10000663,MAIN GROUP LTD.,SAM,Samoa,TWN,Taiwan
10000664,CEDORA CORPORATION LIMITED,SAM,Samoa,IMN,Isle of Man
10000665,NEW CHENGTAI LIGHTING CO. LTD.,SAM,Samoa,TWN,Taiwan
10000666,EAST PEARL HOLDINGS LTD.,SAM,Samoa,HKG,Hong Kong
10000667,SWAV HOLDING LTD.,SAM,Samoa,HKG,Hong Kong
10000668,CHEER EAGLE GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000669,WING LUN LIMITED,SAM,Samoa,HKG,Hong Kong
10000670,WALBRAY TRADING LTD.,SAM,Samoa,WSM,Samoa
10000671,KOTI STEEL CO. LTD.,SAM,Samoa,TWN,Taiwan
10000672,KOWEN GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000673,OCEAN WISH ENTERPRISES LTD.,SAM,Samoa,HKG,Hong Kong
10000674,WATHERM INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000675,CHINA POWER INTERNATIONAL GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000676,ULMAN CORPORATION,SAM,Samoa,CHE,Switzerland
10000677,CAPITAL GROUP S.A.,SAM,Samoa,MCO,Monaco
10000678,Salton Data Inc.,SAM,Samoa,HKG,Hong Kong
10000679,Future Investment Holdings Limited,SAM,Samoa,IMN,Isle of Man
10000682,PROTON INVESTMENT CORPORATION,SAM,Samoa,ARE,United Arab Emirates
10000683,MILLION OCEAN INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000684,MILLION WELL LIMITED,SAM,Samoa,HKG,Hong Kong
10000685,Olympia Capital Research Ltd,SAM,Samoa,HKG,Hong Kong
10000686,GOLDEN BRIDGE LIMITED,SAM,Samoa,CHN,China
10000687,NEWROAD APPAREL CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000688,Mingrui (International) Holding Co. Ltd.,SAM,Samoa,HKG,Hong Kong
10000689,EDENSTONE HOLDINGS LTD.,SAM,Samoa,ARE,United Arab Emirates
10000690,CAPGLO LTD.,SAM,Samoa,CHE,Switzerland
10000691,AUSWIN INDUSTRIES LTD.,SAM,Samoa,WSM,Samoa
10000692,NEVA BALT LIMITED,SAM,Samoa,EST,Estonia
10000693,ENRICH MIND LIMITED,SAM,Samoa,HKG,Hong Kong
10000694,NAPP SERVICES LIMITED,SAM,Samoa,CHE,Switzerland
10000695,BUCKINGHAM ELECTRONICS INC:,PMA,Panama,JEY,Jersey
10000696,ZEO INTERNATIONAL CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000697,FINEGIFT INDUSTRIAL CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000700,HARLEY INTERNATIONAL LIMITED,SAM,Samoa,CHE,Switzerland
10000701,FUHKANG INVESTMENT LTD.,SAM,Samoa,WSM,Samoa
10000707,ARAWAK INTERNATIONAL LIMITED,SAM,Samoa,GBR,United Kingdom
10000698,HAMPTON INVESTMENTS LIMITED,SAM,Samoa,BHS,Bahamas
10000699,CALICO LIMITED,SAM,Samoa,BHS,Bahamas
10000702,WELLDONE TECHNOLOGY CO. LIMITED,SAM,Samoa,CHN,China
10000703,UW TECH LIMITED,SAM,Samoa,CHN,China
10000704,YES WELL CORP. LTD.,SAM,Samoa,HKG,Hong Kong
10000705,NEW PLUS ARTS COMPANY LIMITED,SAM,Samoa,HKG,Hong Kong
10000706,Forever Wonderful Trading (HK) Limited,SAM,Samoa,CHN,China
10000708,HARDWARE WORLD LTD.,SAM,Samoa,HKG,Hong Kong
10000709,GRAND INDUSTRIES CO. LTD.,SAM,Samoa,HKG,Hong Kong
10000710,First Limited,SAM,Samoa,HKG,Hong Kong
10000711,DONG HO ACCESSORY LTD.,SAM,Samoa,TWN,Taiwan
10000712,PETROTEK S.A.,SAM,Samoa,CHE,Switzerland
10000713,NA REAL ESTATE FINANCE LTD.,SAM,Samoa,CHE,Switzerland
10000714,TARSAL LIMITED,SAM,Samoa,GGY,Guernsey
10000715,C & Y INVESTMENT CO. LTD,SAM,Samoa,HKG,Hong Kong
10000716,FULLY ALWAYS LIMITED,SAM,Samoa,HKG,Hong Kong
10000739,NASUADA HOLDINGS LTD,SAM,Samoa,CHE,Switzerland
10000740,Super Aqua Holding Co. Limited,SAM,Samoa,HKG,Hong Kong
10000741,UNITED INTERNATIONAL CO. LTD.,SAM,Samoa,TWN,Taiwan
10000717,ASIAN GLOBE TRADING LIMITED,SAM,Samoa,HKG,Hong Kong
10000718,MAIN GAIN INTERNATIONAL LIMITED,SAM,Samoa,TWN,Taiwan
10000719,WAKE TECHNOLOGY DEVELOPMENT INC.,SAM,Samoa,HKG,Hong Kong
10000720,SILVER INTERNATIONAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000721,GAIN BRIGHT INT'L LTD.,SAM,Samoa,TWN,Taiwan
10000722,TOP CHOICE GROUP LIMITED,SAM,Samoa,HKG,Hong Kong
10000723,DEDALO ENGINEERING LTD.,SAM,Samoa,CHE,Switzerland
10000724,THE GOLDIE CORPORATION,SAM,Samoa,WSM,Samoa
10000725,PRESTON CAPITAL LIMITED,SAM,Samoa,CHE,Switzerland
10000726,SQUIRE TRADING INC.,SAM,Samoa,BLZ,Belize
10000727,HILLS LIGHT DEVELOPMENT LIMITED,SAM,Samoa,HKG,Hong Kong
10000728,Tinfinite Technology Co. Ltd,SAM,Samoa,HKG,Hong Kong
10000729,LANSON INDUSTRIAL LIMITED,SAM,Samoa,HKG,Hong Kong
10000730,ECOCOM LTD.,SAM,Samoa,MCO,Monaco
10000731,NEW HORIZONS TRADING CORP.,SAM,Samoa,CHE,Switzerland
10000732,ESINSA S.A.,SAM,Samoa,GBR,United Kingdom
10000733,THE LUXURY CORPORATION,SAM,Samoa,CHE,Switzerland
10000734,VANDERBILT GROUP INC.,SAM,Samoa,WSM,Samoa
10000737,NAULI A.G.,SAM,Samoa,CHE,Switzerland
10000738,PENTAGRAM S.A.,SAM,Samoa,CHE,Switzerland
10000735,MING KEY INVESTMENT LTD.,SAM,Samoa,HKG,Hong Kong
10000736,EVERSTAR BRAKES LTD.,SAM,Samoa,HKG,Hong Kong
10000743,COCHVAR LTD.,SAM,Samoa,ESP,Spain
10000744,CANDOUR MANAGEMENT LTD.,SAM,Samoa,HKG,Hong Kong
10000745,GRAND PACIFIC INTERNATIONAL LTD.,SAM,Samoa,HKG,Hong Kong
10000746,BLUE OCEAN TECH. CO. LTD.,SAM,Samoa,CHN,China
10000747,INTERMEDIA S.A.,SAM,Samoa,CHE,Switzerland
10000748,STRAWBERRY HILL LTD.,SAM,Samoa,ESP,Spain
